N,H1,H0,T1,T2,T3,T4 (max run),T5,T6(0),T8,K[+],K[-],Kdiff,PValue,Evalue,Keys,LCC Volts,Error
1651,0.9982468,1.0729379,10493,108.80640,126,17,2491,0.02465,2.80118,4.90153,1.89737,3.00416,0.34198,43.05200,12,1.716,23
1652,0.9976646,1.0845173,10569,97.36320,127,18,2493,0.02845,2.81035,5.85021,1.58114,4.26907,0.13004,50.17200,12,1.717,23
1653,0.9987154,1.0622037,10422,77.66400,112,15,2496,0.02110,2.80702,5.69210,1.58114,4.11096,0.75619,33.50400,12,1.718,23
1654,0.9983587,1.0705120,10477,96.56960,100,15,2495,0.02385,2.81526,5.53399,1.73925,3.79473,0.37001,42.34800,12,1.718,23
1655,0.9980719,1.0765846,10517,102.56640,120,12,2489,0.02585,2.80814,6.64078,1.42302,5.21776,0.31687,43.70800,12,1.718,23
1656,0.9982468,1.0729379,10493,99.31520,123,14,2494,0.02465,2.80644,4.74342,0.47434,4.26907,0.57828,37.61200,12,1.716,23
1657,0.9977054,1.0837527,10564,126.47680,146,15,2490,0.02820,2.80314,6.32456,0.79057,5.53399,0.18340,47.88000,12,1.714,23
1658,0.9973334,1.0904957,10608,142.91840,120,13,2488,0.03040,2.81718,5.37587,1.26491,4.11096,0.04852,55.92000,12,1.713,23
1659,0.9970822,1.0948032,10636,134.82880,115,16,2489,0.03180,2.80176,5.53399,2.05548,3.47851,0.01569,61.60000,12,1.713,23
1660,0.9977054,1.0837527,10564,102.28480,123,13,2489,0.02820,2.81552,5.05964,1.10680,3.95285,0.22076,46.55200,12,1.712,23
1661,0.9978417,1.0811558,10547,132.71680,114,13,2491,0.02735,2.81259,5.37587,1.42302,3.95285,0.33886,43.13200,12,1.710,23
1662,0.9981238,1.0755200,10510,115.95520,107,14,2494,0.02550,2.81003,5.53399,2.52982,3.00416,0.32154,43.58400,12,1.710,23
1663,0.9983032,1.0717244,10485,110.80320,115,16,2494,0.02425,2.81152,4.58530,0.63246,3.95285,0.54512,38.34000,12,1.711,23
1664,0.9987396,1.0616013,10418,109.45280,102,16,2495,0.02090,2.80830,4.74342,0.94868,3.79473,0.84852,30.90400,12,1.711,23
1665,0.9985844,1.0653703,10443,89.40800,106,10,2495,0.02215,2.81323,4.74342,1.58114,3.16228,0.85211,30.78800,12,1.711,23
1666,0.9977781,1.0823773,10555,124.03200,150,15,2489,0.02775,2.80680,6.00833,1.42302,4.58530,0.13266,50.04400,12,1.710,23
1667,0.9982822,1.0721794,10488,98.93120,105,14,2491,0.02440,2.81411,4.58530,2.52982,2.05548,0.63166,36.43200,12,1.711,23
1668,0.9980269,1.0774977,10523,113.84320,86,12,2491,0.02615,2.81813,5.53399,1.73925,3.79473,0.34636,42.94000,12,1.713,27
1669,0.9975060,1.0874268,10588,129.86880,114,14,2489,0.02940,2.81595,5.37587,1.26491,4.11096,0.17512,48.20000,12,1.715,23
1670,0.9983930,1.0697547,10472,86.95680,126,14,2497,0.02360,2.81418,5.21776,1.42302,3.79473,0.50683,39.18400,12,1.713,23
1671,0.9978179,1.0816138,10550,123.54560,146,12,2490,0.02750,2.80210,5.37587,1.42302,3.95285,0.13710,49.83200,12,1.711,23
1672,0.9979430,1.0791732,10534,113.12640,112,12,2495,0.02670,2.81177,6.16644,2.84605,3.32039,0.26918,45.04000,12,1.711,23
1673,0.9989693,1.0555913,10378,88.52480,120,11,2495,0.01890,2.81494,5.37587,3.00416,2.37171,0.70340,34.79200,12,1.710,23
1674,0.9991314,1.0509507,10347,83.38560,116,16,2497,0.01735,2.80712,4.11096,3.79473,0.31623,0.76759,33.21200,12,1.700,23
1675,0.9983032,1.0717244,10485,103.68000,128,14,2491,0.02425,2.80811,6.79890,2.84605,3.95285,0.44785,40.50800,12,1.701,23
1676,0.9981016,1.0759761,10513,92.10880,122,12,2494,0.02565,2.80674,5.85021,2.37171,3.47851,0.21283,46.82000,12,1.711,23
1677,0.9981090,1.0758241,10512,85.31840,125,13,2490,0.02560,2.81049,5.69210,1.58114,4.11096,0.18594,47.78400,12,1.712,23
1678,0.9987696,1.0608487,10413,106.86720,107,12,2496,0.02065,2.80451,5.37587,2.68794,2.68794,0.76543,33.26800,12,1.722,23
1679,0.9974462,1.0885002,10595,123.21280,107,14,2489,0.02975,2.81419,6.32456,0.94868,5.37587,0.15552,49.00400,12,1.723,23
1680,0.9982962,1.0718761,10486,102.64960,135,15,2496,0.02430,2.80792,5.21776,0.63246,4.58530,0.47773,39.83200,12,1.722,23
1681,0.9985001,1.0673341,10456,120.66560,116,12,2494,0.02280,2.81398,6.95701,2.21359,4.74342,0.39189,41.81600,12,1.724,23
1682,0.9968483,1.0986600,10661,143.27680,131,15,2488,0.03305,2.81301,5.85021,0.79057,5.05964,0.04756,56.02800,12,1.724,23
1683,0.9977781,1.0823773,10555,113.93920,108,11,2490,0.02775,2.81076,5.21776,2.37171,2.84605,0.17038,48.38800,12,1.726,23
1684,0.9977620,1.0826828,10557,122.99520,128,12,2491,0.02785,2.81189,4.58530,1.10680,3.47851,0.41363,41.30000,12,1.724,23
1685,0.9979814,1.0784113,10529,120.40960,112,12,2492,0.02645,2.81043,6.32456,0.94868,5.37587,0.17018,48.39600,12,1.725,23
1686,0.9979737,1.0785637,10530,87.48160,123,14,2493,0.02650,2.80818,4.74342,0.31623,4.42719,0.42475,41.04000,12,1.727,23
1687,0.9980118,1.0778022,10525,92.70400,135,12,2495,0.02625,2.80959,5.69210,2.05548,3.63662,0.16859,48.46000,12,1.726,23
1688,0.9977054,1.0837527,10564,120.74880,139,13,2492,0.02820,2.80410,6.00833,2.05548,3.95285,0.07341,53.62400,12,1.726,23
1689,0.9987636,1.0609992,10414,105.79200,131,12,2495,0.02070,2.80916,5.21776,3.47851,1.73925,0.69556,34.97600,12,1.724,23
1690,0.9959748,1.1120069,10747,149.44000,126,14,2491,0.03735,2.80917,8.38004,-0.15811,8.53815,0.00031,77.86800,12,1.724,23
1691,0.9968673,1.0983511,10659,140.44800,126,13,2488,0.03295,2.81304,6.79890,0.94868,5.85021,0.01775,61.01200,12,1.724,23
1692,0.9967134,1.1008244,10675,137.76000,126,14,2492,0.03375,2.80907,5.53399,0.79057,4.74342,0.02060,60.29200,12,1.725,23
1693,0.9982468,1.0729379,10493,105.17760,116,11,2489,0.02465,2.81120,5.85021,2.05548,3.79473,0.13135,50.10800,12,1.723,23
1694,0.9974377,1.0886536,10596,108.32640,140,15,2484,0.02980,2.80743,5.53399,0.94868,4.58530,0.14685,49.38400,12,1.723,23
1695,0.9972982,1.0911103,10612,114.65600,123,14,2490,0.03060,2.81512,5.37587,0.79057,4.58530,0.07249,53.69600,12,1.723,23
1696,0.9978809,1.0803930,10542,109.86880,124,15,2495,0.02710,2.81382,5.37587,2.84605,2.52982,0.07686,53.36000,12,1.723,23
1697,0.9991314,1.0509507,10347,90.93760,113,11,2492,0.01735,2.81023,4.74342,2.68794,2.05548,0.84259,31.09200,12,1.721,23
1698,0.9979043,1.0799354,10539,125.66400,118,14,2490,0.02695,2.81212,5.53399,1.42302,4.11096,0.23834,45.98000,12,1.731,23
1699,0.9977540,1.0828356,10558,131.02080,132,14,2492,0.02790,2.80802,5.69210,1.58114,4.11096,0.13541,49.91200,12,1.729,23
1700,0.9979966,1.0781067,10527,98.54080,117,12,2491,0.02635,2.80147,5.85021,1.42302,4.42719,0.15701,48.94000,12,1.729,23
1701,0.9978495,1.0810032,10546,123.52640,130,13,2494,0.02730,2.80636,7.43135,1.10680,6.32456,0.18958,47.64800,12,1.731,23
1702,0.9975566,1.0865074,10582,130.88000,128,16,2493,0.02910,2.80545,4.90153,0.31623,4.58530,0.22656,46.36000,12,1.732,23
1703,0.9969990,1.0961904,10645,116.14720,126,17,2491,0.03225,2.81722,5.21776,1.42302,3.79473,0.06136,54.63600,12,1.734,23
1704,0.9975482,1.0866606,10583,117.99680,132,14,2493,0.02915,2.81680,5.85021,0.63246,5.21776,0.14287,49.56400,12,1.734,23
1705,0.9976728,1.0843644,10568,140.14080,120,14,2491,0.02840,2.80804,4.90153,2.52982,2.37171,0.23446,46.10400,12,1.733,23
1706,0.9972092,1.0926478,10622,124.23680,133,16,2487,0.03110,2.81121,6.16644,2.37171,3.79473,0.03398,57.79200,12,1.734,23
1707,0.9969710,1.0966532,10648,127.76320,133,15,2491,0.03240,2.81159,6.32456,3.47851,2.84605,0.00792,64.74400,12,1.724,23
1708,0.9971551,1.0935711,10628,134.34240,126,14,2493,0.03140,2.80799,6.00833,0.31623,5.69210,0.04816,55.96000,12,1.725,23
1709,0.9981458,1.0750640,10507,100.34560,121,13,2492,0.02535,2.80606,5.37587,0.63246,4.74342,0.45945,40.24400,12,1.726,23
1710,0.9988688,1.0582927,10396,64.51200,127,16,2496,0.01980,2.80337,5.05964,2.68794,2.37171,0.88331,29.70400,12,1.724,23
1711,0.9972361,1.0921864,10619,145.64480,127,16,2491,0.03095,2.80376,6.95701,0.79057,6.16644,0.08105,53.05200,12,1.724,23
1712,0.9988516,1.0587434,10399,93.02400,116,14,2496,0.01995,2.79612,4.90153,1.89737,3.00416,0.69162,35.06800,12,1.724,23
1713,0.9983380,1.0709665,10480,124.14720,129,16,2490,0.02400,2.81228,5.69210,3.16228,2.52982,0.25261,45.53600,12,1.722,23
1714,0.9979507,1.0790208,10533,120.03840,132,16,2490,0.02665,2.81082,5.37587,1.58114,3.79473,0.39006,41.86000,12,1.721,23
1715,0.9984603,1.0682413,10462,101.10080,129,14,2498,0.02310,2.80879,4.74342,2.68794,2.05548,0.29843,44.20800,12,1.723,23
1716,0.9979430,1.0791732,10534,129.17760,107,12,2493,0.02670,2.80229,5.69210,1.26491,4.42719,0.26836,45.06400,12,1.722,23
1717,0.9976728,1.0843644,10568,128.10880,114,12,2486,0.02840,2.81194,6.64078,0.47434,6.16644,0.15805,48.89600,12,1.722,23
1718,0.9973071,1.0909566,10611,133.88160,122,14,2491,0.03055,2.81799,6.48267,1.89737,4.58530,0.04756,56.02800,12,1.732,23
1719,0.9976728,1.0843644,10568,132.19840,111,14,2487,0.02840,2.80927,5.21776,0.94868,4.26907,0.29010,44.44000,12,1.722,23
1720,0.9980344,1.0773454,10522,111.64800,123,11,2493,0.02610,2.81986,5.69210,1.42302,4.26907,0.27439,44.88800,12,1.720,23
1721,0.9981749,1.0744562,10503,96.19200,125,12,2494,0.02515,2.81669,6.32456,0.79057,5.53399,0.41125,41.35600,12,1.718,23
1722,0.9982397,1.0730897,10494,98.89920,120,13,2489,0.02470,2.81315,4.90153,1.10680,3.79473,0.62843,36.50400,12,1.708,23
1723,0.9983587,1.0705120,10477,104.28160,126,16,2493,0.02385,2.81278,6.16644,1.42302,4.74342,0.48041,39.77200,12,1.708,23
1724,0.9980344,1.0773454,10522,87.32800,140,13,2490,0.02610,2.80855,7.11512,2.21359,4.90153,0.17532,48.19200,12,1.706,23
1725,0.9989638,1.0557412,10379,105.06880,117,13,2496,0.01895,2.80913,5.05964,2.68794,2.37171,0.77252,33.08400,12,1.706,23
1726,0.9984336,1.0688465,10466,100.96000,105,14,2496,0.02330,2.80712,4.26907,1.26491,3.00416,0.67832,35.37600,12,1.705,23
1727,0.9986413,1.0640123,10434,96.44800,106,15,2494,0.02170,2.80661,5.37587,1.58114,3.79473,0.83550,31.31200,12,1.715,23
1728,0.9979966,1.0781067,10527,115.21920,124,13,2495,0.02635,2.81935,5.85021,1.26491,4.58530,0.19845,47.32400,12,1.725,23
1729,0.9985197,1.0668806,10453,100.64000,128,13,2493,0.02265,2.81196,4.58530,1.26491,3.32039,0.65038,36.01200,12,1.724,23
1730,0.9981164,1.0756720,10511,114.85440,130,11,2489,0.02555,2.80723,5.53399,2.05548,3.47851,0.21213,46.84400,12,1.725,23
1731,0.9978888,1.0802404,10541,87.30880,146,16,2491,0.02705,2.81472,5.53399,1.73925,3.79473,0.29281,44.36400,12,1.724,23
1732,0.9985393,1.0664274,10450,94.33600,115,15,2493,0.02250,2.81148,6.48267,1.26491,5.21776,0.62950,36.48000,12,1.724,23
1733,0.9979121,1.0797829,10538,115.98080,122,12,2492,0.02690,2.79828,4.42719,0.15811,4.26907,0.55550,38.11200,12,1.726,23
1734,0.9978020,1.0819191,10552,92.97280,100,15,2492,0.02760,2.80584,5.69210,0.94868,4.74342,0.22999,46.24800,12,1.725,23
1735,0.9975566,1.0865074,10582,132.70400,125,15,2492,0.02910,2.81486,6.48267,1.42302,5.05964,0.04182,56.71200,12,1.726,23
1736,0.9976150,1.0854355,10575,119.28960,118,15,2484,0.02875,2.80715,5.53399,1.10680,4.42719,0.14982,49.25200,12,1.726,23
1737,0.9980042,1.0779544,10526,91.58400,104,17,2491,0.02630,2.81624,6.16644,3.16228,3.00416,0.08982,52.44800,12,1.727,23
1738,0.9980868,1.0762803,10515,103.73120,105,12,2494,0.02575,2.80211,5.21776,1.10680,4.11096,0.45663,40.30800,12,1.717,23
1739,0.9984736,1.0679388,10460,65.20960,119,12,2496,0.02300,2.80773,5.53399,1.73925,3.79473,0.47773,39.83200,12,1.715,23
1740,0.9970730,1.0949572,10637,142.83520,118,13,2490,0.03185,2.80914,6.16644,1.26491,4.90153,0.02122,60.14800,12,1.714,23
1741,0.9979890,1.0782590,10528,112.23040,132,13,2489,0.02640,2.80931,5.37587,0.31623,5.05964,0.33995,43.10400,12,1.712,23
1742,0.9983380,1.0709665,10480,110.68160,127,13,2495,0.02400,2.80192,7.43135,1.26491,6.16644,0.23545,46.07200,12,1.712,23
1743,0.9987032,1.0625049,10424,84.56960,114,14,2497,0.02120,2.81267,5.85021,1.73925,4.11096,0.62340,36.61600,12,1.722,23
1744,0.9979890,1.0782590,10528,92.80000,116,14,2494,0.02640,2.81076,4.74342,2.37171,2.37171,0.18829,47.69600,12,1.722,23
1745,0.9980194,1.0776499,10524,105.94560,121,16,2493,0.02620,2.81042,5.21776,1.42302,3.79473,0.40228,41.56800,12,1.722,23
1746,0.9965457,1.1034569,10692,133.56800,136,14,2482,0.03460,2.79946,6.32456,0.15811,6.16644,0.00666,65.51200,12,1.722,23
1747,0.9987517,1.0613002,10416,95.23200,125,17,2491,0.02080,2.80828,4.90153,1.89737,3.00416,0.71318,34.56000,12,1.723,23
1748,0.9970913,1.0946491,10635,129.92000,129,14,2492,0.03175,2.80120,6.32456,0.63246,5.69210,0.04185,56.70800,12,1.725,23
1749,0.9985522,1.0661253,10448,113.15200,118,13,2493,0.02240,2.80394,4.58530,0.31623,4.26907,0.87477,30.01600,12,1.715,23
1750,0.9979353,1.0793256,10535,102.11840,146,17,2494,0.02675,2.79747,6.64078,1.42302,5.21776,0.22571,46.38800,12,1.715,23
1751,0.9982468,1.0729379,10493,100.77440,112,15,2491,0.02465,2.80362,4.58530,0.47434,4.11096,0.74005,33.90800,12,1.725,23
1752,0.9979043,1.0799354,10539,124.19840,129,11,2490,0.02695,2.81441,5.53399,1.10680,4.42719,0.26660,45.11600,12,1.726,23
1753,0.9981164,1.0756720,10511,108.49920,122,14,2488,0.02555,2.81349,5.85021,0.94868,4.90153,0.32746,43.42800,12,1.736,23
1754,0.9967134,1.1008244,10675,129.77280,125,14,2484,0.03375,2.81334,6.00833,0.15811,5.85021,0.01552,61.65200,12,1.734,23
1755,0.9968673,1.0983511,10659,136.47360,125,13,2487,0.03295,2.80183,5.69210,0.79057,4.90153,0.02675,59.00400,12,1.733,23
1756,0.9974975,1.0875801,10589,110.43840,131,16,2490,0.02945,2.80452,4.42719,1.10680,3.32039,0.26633,45.12400,12,1.733,23
1757,0.9969523,1.0969617,10650,133.78560,128,20,2483,0.03250,2.81147,6.48267,2.21359,4.26907,0.00754,64.96000,12,1.733,23
1758,0.9979430,1.0791732,10534,113.03040,102,13,2491,0.02670,2.80270,5.37587,1.26491,4.11096,0.16593,48.56800,12,1.733,23
1759,0.9979584,1.0788684,10532,94.70080,110,15,2491,0.02660,2.81118,5.69210,1.10680,4.58530,0.38426,42.00000,12,1.733,23
1760,0.9969335,1.0972704,10652,119.51360,121,18,2486,0.03260,2.79861,6.48267,0.94868,5.53399,0.02396,59.55200,12,1.735,23
1761,0.9981966,1.0740006,10500,97.29920,122,13,2495,0.02500,2.81432,7.90569,2.05548,5.85021,0.26918,45.04000,12,1.734,23
1762,0.9972182,1.0924940,10621,131.61600,122,14,2492,0.03105,2.81080,6.48267,0.63246,5.85021,0.08105,53.05200,12,1.734,23
1763,0.9972271,1.0923402,10620,107.84000,147,16,2489,0.03100,2.80976,5.85021,0.79057,5.05964,0.04523,56.29600,12,1.733,23
1764,0.9980118,1.0778022,10525,105.74080,121,14,2491,0.02625,2.80889,6.00833,1.42302,4.58530,0.22668,46.35600,12,1.733,23
1765,0.9978888,1.0802404,10541,121.08800,117,15,2493,0.02705,2.80543,5.69210,1.42302,4.26907,0.11632,50.87600,12,1.732,23
1766,0.9977540,1.0828356,10558,97.88160,120,13,2489,0.02790,2.81675,6.48267,2.21359,4.26907,0.06070,54.69600,12,1.732,23
1767,0.9975398,1.0868138,10584,114.18880,117,13,2488,0.02920,2.81335,6.64078,0.94868,5.69210,0.13812,49.78400,12,1.733,23
1768,0.9974719,1.0880400,10592,150.52800,131,13,2490,0.02960,2.80778,6.32456,0.94868,5.37587,0.03398,57.79200,12,1.733,23
1769,0.9965257,1.1037669,10694,135.92320,124,14,2489,0.03470,2.81139,6.16644,1.58114,4.58530,0.02079,60.24800,12,1.723,23
1770,0.9975060,1.0874268,10588,113.24160,130,15,2493,0.02940,2.80956,6.00833,0.63246,5.37587,0.08731,52.61600,12,1.713,23
1771,0.9979737,1.0785637,10530,136.55040,120,18,2492,0.02650,2.80927,4.74342,0.47434,4.26907,0.62412,36.60000,12,1.711,23
1772,0.9982680,1.0724828,10490,93.67040,132,14,2492,0.02450,2.81222,4.74342,0.94868,3.79473,0.54822,38.27200,12,1.710,23
1773,0.9981016,1.0759761,10513,97.19040,131,12,2494,0.02565,2.81000,5.21776,1.42302,3.79473,0.36162,42.55600,12,1.711,23
1774,0.9982397,1.0730897,10494,81.69600,113,14,2498,0.02470,2.81004,5.21776,2.05548,3.16228,0.39123,41.83200,12,1.713,23
1775,0.9978417,1.0811558,10547,124.39040,133,16,2492,0.02735,2.79949,5.05964,0.94868,4.11096,0.26552,45.14800,12,1.712,23
1776,0.9980194,1.0776499,10524,100.17280,96,17,2490,0.02620,2.80628,5.05964,1.10680,3.95285,0.42235,41.09600,12,1.713,23
1777,0.9976973,1.0839056,10565,96.12800,124,12,2495,0.02825,2.80597,4.58530,0.47434,4.11096,0.20069,47.24400,12,1.713,23
1778,0.9978020,1.0819191,10552,95.27040,124,17,2490,0.02760,2.80472,5.05964,1.89737,3.16228,0.16593,48.56800,12,1.713,23
1779,0.9983380,1.0709665,10480,117.74720,117,12,2490,0.02400,2.81991,5.37587,2.37171,3.00416,0.34967,42.85600,12,1.723,23
1780,0.9978100,1.0817664,10551,113.83680,115,13,2487,0.02755,2.81098,5.37587,1.58114,3.79473,0.18099,47.97200,12,1.722,23
1781,0.9973159,1.0908029,10610,142.00960,119,12,2491,0.03050,2.82088,5.69210,0.31623,5.37587,0.11184,51.12000,12,1.723,23
1782,0.9979121,1.0797829,10538,113.74080,128,14,2486,0.02690,2.81563,4.74342,0.94868,3.79473,0.40127,41.59200,12,1.725,23
1783,0.9978338,1.0813085,10548,104.37760,128,13,2492,0.02740,2.81643,5.69210,1.26491,4.42719,0.10729,51.37600,12,1.727,23
1784,0.9978888,1.0802404,10541,99.89120,111,14,2490,0.02705,2.80892,6.16644,0.47434,5.69210,0.39674,41.70000,12,1.726,23
1785,0.9970730,1.0949572,10637,123.90400,120,15,2492,0.03185,2.81373,4.74342,0.79057,3.95285,0.09792,51.93200,12,1.716,23
1786,0.9984065,1.0694519,10470,123.74400,105,12,2494,0.02350,2.81086,4.58530,1.10680,3.47851,0.59664,37.20800,12,1.715,23
1787,0.9984268,1.0689978,10467,79.17440,117,13,2492,0.02335,2.80603,4.90153,3.16228,1.73925,0.56735,37.85200,12,1.716,23
1788,0.9982892,1.0720277,10487,122.83520,118,14,2493,0.02435,2.80922,5.21776,0.63246,4.58530,0.61493,36.80400,12,1.706,23
1789,0.9983725,1.0702090,10475,104.22400,126,13,2493,0.02375,2.80684,5.21776,0.94868,4.26907,0.63649,36.32400,12,1.704,23
1790,0.9979507,1.0790208,10533,120.64000,129,12,2492,0.02665,2.81355,5.85021,2.68794,3.16228,0.27013,45.01200,12,1.703,23
1791,0.9986287,1.0643140,10436,75.39840,122,13,2495,0.02180,2.81603,5.37587,1.73925,3.63662,0.50863,39.14400,12,1.702,23
1792,0.9980868,1.0762803,10515,125.42720,134,13,2494,0.02575,2.81200,8.06381,1.26491,6.79890,0.11873,50.74800,12,1.701,23
1793,0.9985393,1.0664274,10450,85.59360,121,12,2495,0.02250,2.81145,6.32456,2.05548,4.26907,0.57008,37.79200,12,1.701,23
1794,0.9973422,1.0903421,10607,148.87040,118,13,2488,0.03035,2.81071,6.00833,0.79057,5.21776,0.09246,52.27600,12,1.700,23
1795,0.9986476,1.0638615,10433,102.09920,111,13,2492,0.02165,2.79619,6.00833,1.89737,4.11096,0.52766,38.72400,12,1.690,23
1796,0.9971912,1.0929555,10624,102.22080,134,14,2492,0.03120,2.80393,6.16644,1.89737,4.26907,0.00652,65.60800,12,1.691,23
1797,0.9991113,1.0515487,10351,59.39200,128,12,2497,0.01755,2.81858,5.21776,2.05548,3.16228,0.87865,29.87600,12,1.691,23
1798,0.9985907,1.0652193,10442,115.75680,117,13,2497,0.02210,2.81384,5.21776,1.58114,3.63662,0.59846,37.16800,12,1.691,23
1799,0.9990390,1.0536434,10365,77.16480,112,15,2495,0.01825,2.81240,6.00833,0.94868,5.05964,0.81434,31.94000,12,1.689,23
1800,0.9987696,1.0608487,10413,73.79840,138,15,2494,0.02065,2.80663,6.32456,2.84605,3.47851,0.50773,39.16400,12,1.687,23
1801,0.9987215,1.0620530,10421,76.64000,133,14,2497,0.02105,2.81474,5.69210,2.37171,3.32039,0.47257,39.94800,12,1.689,23
1802,0.9988343,1.0591943,10402,99.36640,121,14,2492,0.02010,2.80121,6.48267,2.37171,4.11096,0.46352,40.15200,12,1.679,23
1803,0.9990806,1.0524460,10357,107.41120,123,12,2499,0.01785,2.82771,4.74342,3.32039,1.42302,0.74553,33.77200,12,1.677,23
1804,0.9989419,1.0563412,10383,124.03200,118,14,2496,0.01915,2.81341,5.69210,1.26491,4.42719,0.91477,28.41200,12,1.676,23
1805,0.9994896,1.0388953,10266,67.94880,94,12,2498,0.01330,2.81123,4.74342,3.00416,1.73925,0.95176,26.39200,12,1.677,02
1806,0.9990547,1.0531943,10362,119.86560,122,16,2496,0.01810,2.79361,4.11096,1.73925,2.37171,0.93812,27.23200,12,1.675,23
1807,0.9987336,1.0617519,10419,109.55520,120,13,2494,0.02095,2.80894,5.05964,2.52982,2.52982,0.61312,36.84400,12,1.665,23
1808,0.9991163,1.0513992,10350,77.60000,124,16,2499,0.01750,2.80099,3.32039,0.79057,2.52982,0.99788,19.12800,12,1.664,23
1809,0.9994896,1.0388953,10266,55.36640,126,18,2498,0.01330,2.81294,4.58530,3.79473,0.79057,0.94240,26.98400,12,1.674,00
1810,0.9989856,1.0551416,10375,62.51520,138,16,2496,0.01875,2.80887,5.21776,1.89737,3.32039,0.57901,37.59600,12,1.674,23
1811,0.9995492,1.0365259,10250,60.01920,117,13,2499,0.01250,2.81170,3.79473,1.73925,2.05548,0.99328,21.30400,12,1.674,02
1812,0.9985458,1.0662763,10449,113.45920,119,11,2495,0.02245,2.82298,6.48267,1.73925,4.74342,0.74232,33.85200,12,1.675,23
1813,0.9996819,1.0306192,10210,60.78720,110,16,2498,0.01050,2.81125,4.11096,2.68794,1.42302,0.99803,19.00800,12,1.677,02
1814,0.9992428,1.0475173,10324,76.73600,127,13,2495,0.01620,2.80645,3.95285,2.21359,1.73925,0.97559,24.36800,12,1.667,02
1815,0.9991513,1.0503530,10343,87.92320,131,13,2498,0.01715,2.81198,4.74342,2.21359,2.52982,0.82744,31.55600,12,1.666,02
1816,0.9990495,1.0533440,10363,75.94880,126,12,2496,0.01815,2.80594,4.90153,1.89737,3.00416,0.86968,30.19600,12,1.666,23
1817,0.9995528,1.0363779,10249,88.21120,100,12,2499,0.01245,2.80671,5.53399,1.89737,3.63662,0.99116,21.89200,12,1.664,02
1818,0.9996788,1.0307666,10211,80.29440,122,12,2496,0.01055,2.81478,3.63662,3.00416,0.63246,0.99543,20.53200,12,1.674,02
1819,0.9992842,1.0461760,10315,48.25600,130,16,2496,0.01575,2.82452,3.95285,1.58114,2.37171,0.99598,20.28400,12,1.674,00
1820,0.9992659,1.0467720,10319,86.19520,114,15,2495,0.01595,2.81202,5.37587,1.58114,3.79473,0.94125,27.05200,12,1.684,02
1821,0.9989638,1.0557412,10379,62.99520,123,13,2497,0.01895,2.81764,5.05964,2.37171,2.68794,0.77921,32.90800,12,1.686,23
1822,0.9992428,1.0475173,10324,79.44320,124,13,2496,0.01620,2.79732,4.42719,4.26907,0.15811,0.94159,27.03200,12,1.687,02
1823,0.9988745,1.0581425,10395,68.49280,105,13,2495,0.01975,2.80911,5.85021,2.84605,3.00416,0.63112,36.44400,12,1.687,23
1824,0.9989308,1.0566412,10385,87.72480,125,13,2497,0.01925,2.81966,4.42719,1.58114,2.84605,0.82583,31.60400,12,1.686,23
1825,0.9989693,1.0555913,10378,120.87680,120,18,2497,0.01890,2.80965,4.74342,2.37171,2.37171,0.83758,31.24800,12,1.685,23
1826,0.9991062,1.0516982,10352,119.49440,97,12,2494,0.01760,2.81692,4.74342,2.37171,2.37171,0.90045,29.03200,12,1.685,23
1827,0.9986909,1.0628063,10426,92.55680,125,12,2493,0.02130,2.80012,5.05964,3.00416,2.05548,0.72484,34.28000,12,1.695,23
1828,0.9993551,1.0437946,10299,95.00800,119,13,2497,0.01495,2.80478,3.79473,2.21359,1.58114,0.99290,21.42000,12,1.694,02
